Name	20446_OCI-shC-1_S37_L999_R1_001	20447_OCI-shC-2_S38_L999_R1_001	20450_OCI-shP9-1_S40_L999_R1_001	20451_OCI-shP9-2_S41_L999_R1_001
ENSG00000234590	0	0	0	0
ENSG00000234592	0	0	0	0
ENSG00000234593	0	0	0	0
ENSG00000234594	0	0	1	0
ENSG00000234595	0	0	0	0
ENSG00000234597	0	0	0	0
ENSG00000234601	0	0	0	0
ENSG00000234602	17	23	11	7
ENSG00000234604	3	4	3	0
ENSG00000234607	0	0	0	0
ENSG00000234608	388	409	390	323
ENSG00000234611	0	0	0	0
ENSG00000234612	0	0	0	0
ENSG00000234613	0	0	0	0
ENSG00000234614	1	1	0	1
ENSG00000234616	1682	1783	1576	1563
ENSG00000234617	0	3	0	3
ENSG00000234618	7	6	6	8
ENSG00000234619	19	27	12	15
ENSG00000234620	0	0	0	0
ENSG00000234622	8	7	5	6
ENSG00000234624	1	0	0	1
ENSG00000234625	0	0	0	0
ENSG00000234626	0	0	0	0
ENSG00000234627	0	0	0	0
ENSG00000234629	0	1	1	0
ENSG00000234630	0	0	0	0
ENSG00000234632	0	0	0	0
ENSG00000234634	3	4	1	0
ENSG00000234636	3	5	5	9
ENSG00000234637	0	0	0	0
ENSG00000234638	0	0	0	0
ENSG00000234639	1	0	0	0
ENSG00000234640	0	0	1	0
ENSG00000234644	0	0	0	0
ENSG00000234645	2	4	0	0
ENSG00000234646	0	0	0	0
ENSG00000234647	3	0	3	4
ENSG00000234648	0	0	0	0
ENSG00000234650	0	0	0	0
ENSG00000234652	0	0	0	0
ENSG00000234653	0	0	0	0
ENSG00000234655	0	0	0	0
ENSG00000234658	0	0	0	0
ENSG00000234660	0	0	0	0
ENSG00000234661	0	0	0	0
ENSG00000234663	0	0	3	0
ENSG00000234664	0	0	0	0
ENSG00000234665	0	3	1	1
ENSG00000234667	0	0	1	4
ENSG00000234670	0	0	0	0
ENSG00000234671	0	0	0	0
ENSG00000234675	0	0	0	0
ENSG00000234676	1	0	0	1
ENSG00000234677	0	0	0	0
ENSG00000234678	0	0	0	0
ENSG00000234680	0	0	0	0
ENSG00000234682	0	0	0	0
ENSG00000234683	0	0	0	1
ENSG00000234684	29	51	40	33
ENSG00000234685	1	0	0	0
ENSG00000234686	41	47	28	31
ENSG00000234688	0	0	0	0
ENSG00000234689	1	0	2	1
ENSG00000234690	0	3	5	7
ENSG00000234692	0	0	0	0
ENSG00000234693	1	1	0	0
ENSG00000234694	62	72	54	43
ENSG00000234695	0	0	0	0
ENSG00000234696	0	0	0	0
ENSG00000234698	1	1	0	0
ENSG00000234699	0	0	1	0
ENSG00000234700	0	0	0	0
ENSG00000234701	0	0	0	0
ENSG00000234702	0	0	0	0
ENSG00000234703	0	0	0	0
ENSG00000234705	20	13	21	24
ENSG00000234706	0	0	1	0
ENSG00000234707	0	0	0	0
ENSG00000234709	2	16	14	10
ENSG00000234710	0	0	0	0
ENSG00000234711	0	0	0	0
ENSG00000234712	0	0	0	0
ENSG00000234713	0	0	0	0
ENSG00000234714	0	0	0	0
ENSG00000234715	0	0	0	0
ENSG00000234716	0	0	0	0
ENSG00000234717	0	0	1	3
ENSG00000234718	0	0	0	0
ENSG00000234719	22	16	23	25
ENSG00000234720	0	1	0	0
ENSG00000234721	0	0	0	0
ENSG00000234722	0	0	0	0
ENSG00000234723	0	0	0	0
ENSG00000234724	0	0	0	0
ENSG00000234726	0	0	0	0
ENSG00000234730	0	0	0	0
ENSG00000234731	0	0	0	0
ENSG00000234732	0	0	0	0
ENSG00000234735	1	1	0	0
ENSG00000234736	0	0	0	0
ENSG00000234737	0	0	0	1
ENSG00000234740	4	1	0	1
ENSG00000234741	2630	2872	2603	2592
ENSG00000234742	17	13	9	12
ENSG00000234743	3	0	1	0
ENSG00000234744	0	0	0	0
ENSG00000234745	6791	7146	16191	16566
ENSG00000234748	0	0	0	0
ENSG00000234749	0	0	0	0
ENSG00000234750	0	1	2	3
ENSG00000234751	0	1	0	1
ENSG00000234752	0	0	0	0
ENSG00000234753	68	52	61	45
ENSG00000234754	12	9	3	8
ENSG00000234756	0	0	0	0
ENSG00000234758	0	0	0	0
ENSG00000234761	0	0	0	0
ENSG00000234763	0	0	0	0
ENSG00000234764	0	0	0	0
ENSG00000234765	0	0	0	0
ENSG00000234766	3	4	2	1
ENSG00000234767	0	0	0	0
ENSG00000234768	0	0	0	0
ENSG00000234769	11	19	14	23
ENSG00000234770	0	0	0	0
ENSG00000234771	247	279	293	313
ENSG00000234772	2	1	2	3
ENSG00000234773	16	10	29	15
ENSG00000234775	0	0	0	0
ENSG00000234776	12	13	8	14
ENSG00000234777	0	0	0	0
ENSG00000234779	0	0	0	0
ENSG00000234780	0	0	0	0
ENSG00000234781	0	0	0	0
ENSG00000234782	13	12	6	9
ENSG00000234784	0	0	0	0
ENSG00000234785	11	8	3	3
ENSG00000234787	1	2	0	2
ENSG00000234788	6	5	2	4
ENSG00000234789	0	0	0	0
ENSG00000234790	0	0	1	0
ENSG00000234791	0	0	0	0
ENSG00000234792	0	0	0	0
ENSG00000234793	0	0	1	1
ENSG00000234795	0	0	0	0
ENSG00000234796	0	0	0	0
ENSG00000234797	3	6	1	2
ENSG00000234800	0	0	0	0
ENSG00000234801	6	4	6	5
ENSG00000234803	0	0	0	0
ENSG00000234805	0	0	0	0
ENSG00000234806	0	0	0	0
ENSG00000234807	0	0	0	1
ENSG00000234810	20	10	17	10
ENSG00000234811	0	0	0	0
ENSG00000234812	0	0	0	0
ENSG00000234813	0	0	0	0
ENSG00000234814	0	0	0	0
ENSG00000234816	0	0	0	0
ENSG00000234817	1	3	3	1
ENSG00000234818	6	3	2	5
ENSG00000234819	0	0	0	0
ENSG00000234821	0	0	0	0
ENSG00000234825	3	11	8	4
ENSG00000234826	0	0	0	0
ENSG00000234828	9	8	6	16
ENSG00000234829	0	0	0	0
ENSG00000234830	0	1	0	0
ENSG00000234832	2	0	2	0
ENSG00000234835	0	1	0	0
ENSG00000234837	0	0	0	0
ENSG00000234838	0	0	0	0
ENSG00000234839	0	0	0	0
ENSG00000234840	4	1	2	3
ENSG00000234841	0	0	2	3
ENSG00000234842	0	0	0	0
ENSG00000234844	0	0	1	0
ENSG00000234848	0	0	0	0
ENSG00000234850	0	0	0	0
ENSG00000234851	63	72	75	62
ENSG00000234853	0	0	0	0
ENSG00000234854	1	0	1	0
ENSG00000234855	0	0	0	0
ENSG00000234857	2	1	1	4
ENSG00000234859	1	1	0	1
ENSG00000234860	0	0	0	0
ENSG00000234861	1	2	0	0
ENSG00000234862	0	0	0	0
ENSG00000234863	0	0	0	0
ENSG00000234864	1	4	0	0
ENSG00000234865	0	0	0	0
ENSG00000234869	1	1	2	3
ENSG00000234871	0	1	2	2
ENSG00000234872	0	0	0	0
ENSG00000234877	0	0	0	0
ENSG00000234878	1	0	0	1
ENSG00000234880	0	0	0	0
ENSG00000234881	0	0	0	0
ENSG00000234882	101	117	99	86
ENSG00000234883	149	160	177	130
ENSG00000234884	1	2	0	1
ENSG00000234886	1	0	0	0
ENSG00000234888	0	0	0	0
ENSG00000234889	1	2	4	1
ENSG00000234890	0	0	0	0
ENSG00000234891	0	0	0	0
ENSG00000234892	1	0	0	1
ENSG00000234894	0	0	0	0
ENSG00000234895	0	0	0	0
ENSG00000234896	0	0	0	0
ENSG00000234898	0	0	1	0
ENSG00000234899	5	11	9	2
ENSG00000234900	0	0	0	0
ENSG00000234901	0	0	0	0
ENSG00000234902	2	1	2	1
ENSG00000234903	0	0	0	0
ENSG00000234906	45	19	12	14
ENSG00000234907	0	0	0	0
ENSG00000234910	0	0	0	0
ENSG00000234911	2	2	8	8
ENSG00000234912	274	277	258	311
ENSG00000234913	1	1	0	1
ENSG00000234915	2	1	0	1
ENSG00000234917	31	47	44	36
ENSG00000234918	0	0	0	0
ENSG00000234919	0	0	0	0
ENSG00000234921	1	0	1	0
ENSG00000234922	0	0	0	0
ENSG00000234925	0	2	1	1
ENSG00000234927	0	0	0	0
ENSG00000234928	5	3	7	5
ENSG00000234929	0	0	0	0
ENSG00000234931	0	0	0	0
ENSG00000234932	0	0	0	0
ENSG00000234933	0	0	0	1
ENSG00000234934	0	0	0	0
ENSG00000234936	10	8	11	12
ENSG00000234937	0	0	0	0
ENSG00000234938	0	0	0	0
ENSG00000234939	0	0	0	0
ENSG00000234940	1	0	1	2
ENSG00000234941	0	0	0	0
ENSG00000234942	0	0	0	0
ENSG00000234943	1	0	0	0
ENSG00000234944	1	6	2	4
ENSG00000234945	9	5	8	9
ENSG00000234946	0	0	1	0
ENSG00000234948	0	0	0	0
ENSG00000234949	1	0	0	0
ENSG00000234950	0	0	0	0
ENSG00000234952	0	0	0	0
ENSG00000234953	0	0	0	0
ENSG00000234956	0	0	0	0
ENSG00000234958	0	0	0	0
ENSG00000234961	13	19	43	57
ENSG00000234962	2	18	10	8
ENSG00000234964	0	0	0	0
ENSG00000234965	4	7	0	3
ENSG00000234967	0	0	0	0
ENSG00000234969	5	0	4	1
ENSG00000234973	0	0	0	0
ENSG00000234975	20	11	20	18
ENSG00000234977	0	0	0	0
ENSG00000234979	0	0	0	0
ENSG00000234981	1	6	7	5
ENSG00000234982	2	1	2	1
ENSG00000234983	0	0	0	0
ENSG00000234984	0	0	0	0
ENSG00000234985	1	1	0	0
ENSG00000234986	0	0	0	0
ENSG00000234988	0	0	0	0
ENSG00000234993	2	2	1	1
ENSG00000234995	0	0	0	0
ENSG00000234996	10	13	4	4
ENSG00000234997	19	30	28	33
ENSG00000234998	4	5	2	2
ENSG00000234999	0	0	0	0
ENSG00000235001	16	13	12	17
ENSG00000235002	0	0	0	0
ENSG00000235004	0	0	0	0
ENSG00000235005	0	0	0	0
ENSG00000235007	0	0	0	0
ENSG00000235008	0	0	0	0
ENSG00000235009	1	0	1	3
ENSG00000235010	0	0	0	0
ENSG00000235011	0	0	0	0
ENSG00000235012	0	0	0	0
ENSG00000235013	0	0	1	0
ENSG00000235014	0	0	0	0
ENSG00000235015	0	0	0	0
ENSG00000235016	9	3	7	5
ENSG00000235018	1	1	2	0
ENSG00000235020	1	1	0	0
ENSG00000235021	0	1	0	0
ENSG00000235023	7	2	4	3
ENSG00000235024	0	0	0	0
ENSG00000235026	2	0	0	0
ENSG00000235027	2	5	6	6
ENSG00000235028	5	4	1	3
ENSG00000235029	0	0	0	0
ENSG00000235032	0	0	0	0
ENSG00000235033	1	0	0	3
ENSG00000235034	61	47	42	42
ENSG00000235035	0	1	1	0
ENSG00000235036	1	0	2	0
ENSG00000235038	0	0	0	0
ENSG00000235039	0	0	0	0
ENSG00000235040	3	0	0	0
ENSG00000235042	1	2	0	0
ENSG00000235043	0	1	0	0
ENSG00000235044	10	11	10	6
ENSG00000235045	0	0	0	0
ENSG00000235047	0	0	1	0
ENSG00000235049	0	0	0	0
ENSG00000235050	0	0	0	0
ENSG00000235051	2	2	0	0
ENSG00000235052	2	0	0	1
ENSG00000235054	0	0	0	0
ENSG00000235055	0	0	0	0
ENSG00000235056	0	0	0	0
ENSG00000235058	2	6	4	2
ENSG00000235059	0	0	0	0
ENSG00000235060	1	1	0	3
ENSG00000235061	0	0	0	0
ENSG00000235062	0	0	0	0
ENSG00000235064	1	5	2	2
ENSG00000235065	7	11	8	8
ENSG00000235066	1	0	0	2
ENSG00000235069	0	0	0	0
ENSG00000235070	0	0	0	0
ENSG00000235071	1	1	1	0
ENSG00000235072	1	1	3	1
ENSG00000235076	0	0	0	1
ENSG00000235077	1	1	2	0
ENSG00000235078	11	13	8	18
ENSG00000235079	0	0	3	1
ENSG00000235080	0	0	0	0
ENSG00000235081	9	1	6	7
ENSG00000235082	2	1	0	0
ENSG00000235083	0	0	0	0
ENSG00000235084	0	4	2	5
ENSG00000235085	0	0	0	0
ENSG00000235086	0	0	0	0
ENSG00000235088	1	1	0	0
ENSG00000235089	2	2	0	0
ENSG00000235090	1	0	0	2
ENSG00000235091	0	2	1	0
ENSG00000235092	39	47	67	37
ENSG00000235094	0	0	0	0
ENSG00000235095	0	0	0	0
ENSG00000235096	0	0	0	1
ENSG00000235097	4	3	2	6
ENSG00000235098	0	1	0	1
ENSG00000235099	0	3	0	0
ENSG00000235100	5	4	7	8
ENSG00000235101	0	1	0	1
ENSG00000235102	0	0	0	0
ENSG00000235105	4	7	8	4
ENSG00000235106	729	730	597	600
ENSG00000235108	0	0	0	0
ENSG00000235109	125	164	99	117
ENSG00000235110	0	0	0	0
ENSG00000235111	48	51	53	45
ENSG00000235112	0	0	0	0
ENSG00000235113	1	0	0	0
ENSG00000235115	0	0	0	1
ENSG00000235118	0	0	0	0
ENSG00000235119	1	1	0	1
ENSG00000235120	5	4	2	2
ENSG00000235121	5	7	7	7
ENSG00000235122	0	0	0	0
ENSG00000235123	0	0	0	1
ENSG00000235124	0	0	0	0
ENSG00000235126	0	0	0	0
ENSG00000235127	0	0	0	2
ENSG00000235128	9	37	22	30
ENSG00000235129	0	0	0	0
ENSG00000235131	0	0	0	1
ENSG00000235133	0	0	0	0
ENSG00000235136	0	0	0	0
ENSG00000235137	1	0	0	0
ENSG00000235138	0	1	0	0
ENSG00000235139	0	0	0	0
ENSG00000235140	0	0	1	1
ENSG00000235141	0	1	2	1
ENSG00000235142	2	0	2	0
ENSG00000235143	6	6	8	2
ENSG00000235145	2	1	1	0
ENSG00000235146	0	0	0	0
ENSG00000235147	0	0	0	0
ENSG00000235148	0	0	1	0
ENSG00000235149	0	0	0	0
ENSG00000235150	0	0	0	0
ENSG00000235151	3	9	3	2
ENSG00000235152	0	0	0	0
ENSG00000235154	0	0	0	0
ENSG00000235156	0	0	1	4
ENSG00000235158	0	0	0	1
ENSG00000235159	4	3	1	8
ENSG00000235160	0	0	0	0
ENSG00000235162	52	82	59	55
ENSG00000235163	0	0	0	0
ENSG00000235165	0	0	0	0
ENSG00000235166	0	0	0	0
ENSG00000235168	0	0	0	0
ENSG00000235169	9	7	4	5
ENSG00000235170	0	0	0	0
ENSG00000235172	1	4	0	2
ENSG00000235173	1616	1572	1302	1376
ENSG00000235174	0	0	0	0
ENSG00000235175	0	3	0	1
ENSG00000235180	0	0	0	0
ENSG00000235181	0	0	0	0
ENSG00000235182	0	0	0	0
ENSG00000235183	1	1	0	0
ENSG00000235185	0	0	0	0
ENSG00000235186	0	0	0	0
ENSG00000235189	1	1	0	0
ENSG00000235190	0	0	0	0
ENSG00000235191	0	2	2	3
ENSG00000235192	1	1	4	1
ENSG00000235193	0	0	0	1
ENSG00000235194	201	272	190	167
ENSG00000235196	0	0	0	0
ENSG00000235197	0	0	0	0
ENSG00000235198	0	0	0	0
ENSG00000235199	0	0	0	0
ENSG00000235200	10	14	9	13
ENSG00000235201	0	0	0	0
ENSG00000235202	0	0	0	0
ENSG00000235203	1	0	2	0
ENSG00000235204	0	0	0	0
ENSG00000235205	0	2	0	0
ENSG00000235207	0	0	2	0
ENSG00000235208	0	0	0	0
ENSG00000235209	0	0	0	0
ENSG00000235211	0	0	0	0
ENSG00000235213	0	0	0	0
ENSG00000235214	1	1	0	1
ENSG00000235215	0	0	0	0
ENSG00000235217	15	32	22	15
ENSG00000235218	0	0	0	0
ENSG00000235219	0	0	0	0
ENSG00000235221	0	0	0	0
ENSG00000235224	0	0	0	0
ENSG00000235225	15	12	18	17
ENSG00000235226	0	0	0	0
ENSG00000235227	0	0	0	0
ENSG00000235232	0	0	0	0
ENSG00000235235	0	0	0	0
ENSG00000235236	0	3	0	3
ENSG00000235237	0	0	0	0
ENSG00000235238	0	0	0	1
ENSG00000235239	0	0	0	0
ENSG00000235240	0	0	0	0
ENSG00000235241	0	0	0	0
ENSG00000235242	0	0	0	0
ENSG00000235243	0	0	0	0
ENSG00000235244	41	42	40	38
ENSG00000235245	23	26	16	27
ENSG00000235246	0	0	0	0
ENSG00000235248	0	0	0	0
ENSG00000235251	0	0	0	0
ENSG00000235253	36	57	36	35
ENSG00000235254	0	0	0	0
ENSG00000235256	0	0	0	0
ENSG00000235257	8	22	13	14
ENSG00000235258	0	0	0	0
ENSG00000235262	5	3	1	3
ENSG00000235263	0	0	0	1
ENSG00000235264	0	0	0	1
ENSG00000235266	0	0	0	0
ENSG00000235267	0	0	0	0
ENSG00000235268	0	0	0	0
ENSG00000235269	0	0	0	0
ENSG00000235271	0	1	0	0
ENSG00000235272	0	0	0	0
ENSG00000235274	0	0	0	0
ENSG00000235275	0	0	1	0
ENSG00000235277	0	1	0	1
ENSG00000235278	0	0	0	0
ENSG00000235279	0	0	0	0
ENSG00000235280	0	0	0	0
ENSG00000235281	0	0	0	0
ENSG00000235282	0	0	0	0
ENSG00000235284	1	0	1	0
ENSG00000235285	0	0	0	0
ENSG00000235286	0	0	0	0
ENSG00000235288	0	0	0	0
ENSG00000235289	0	2	0	0
ENSG00000235290	0	0	0	3
ENSG00000235292	0	0	0	0
ENSG00000235293	0	0	0	0
ENSG00000235294	0	0	0	0
ENSG00000235295	0	3	2	3
ENSG00000235296	0	2	0	3
ENSG00000235297	14	7	8	6
ENSG00000235298	1	6	5	5
ENSG00000235299	0	0	2	1
ENSG00000235300	0	0	0	0
ENSG00000235301	0	0	0	0
ENSG00000235303	1	5	1	1
ENSG00000235304	0	0	0	0
ENSG00000235306	0	0	0	0
ENSG00000235308	0	0	0	0
ENSG00000235310	0	0	0	0
ENSG00000235312	0	0	0	0
ENSG00000235313	28	18	20	18
ENSG00000235314	13	24	19	18
ENSG00000235315	5	4	4	2
ENSG00000235316	57	64	77	86
ENSG00000235318	0	0	0	0
ENSG00000235319	2	2	2	3
ENSG00000235321	24	21	18	15
ENSG00000235323	0	0	0	0
ENSG00000235325	0	0	0	0
ENSG00000235328	0	0	0	0
ENSG00000235329	0	0	0	0
ENSG00000235330	6	6	7	3
ENSG00000235332	0	0	2	0
ENSG00000235333	0	0	0	0
ENSG00000235334	0	0	0	0
ENSG00000235335	0	0	0	0
ENSG00000235337	0	0	0	0
ENSG00000235338	0	0	0	0
ENSG00000235339	0	0	0	0
ENSG00000235343	0	0	0	0
ENSG00000235347	0	0	0	0
ENSG00000235349	0	0	0	0
ENSG00000235350	0	0	0	0
ENSG00000235351	1	0	1	2
ENSG00000235352	0	0	0	0
ENSG00000235354	3	0	3	3
ENSG00000235356	0	0	0	0
ENSG00000235357	0	0	0	0
ENSG00000235358	7	11	7	9
ENSG00000235361	0	0	0	0
ENSG00000235363	1	1	2	0
ENSG00000235366	0	6	3	3
ENSG00000235368	0	0	0	0
ENSG00000235369	2	1	4	3
ENSG00000235370	3	2	1	5
ENSG00000235371	1	1	0	1
ENSG00000235374	28	28	23	35
ENSG00000235376	2	1	0	2
ENSG00000235377	0	0	0	0
ENSG00000235378	0	0	0	0
ENSG00000235379	0	0	0	0
ENSG00000235381	114	127	135	99
ENSG00000235382	0	0	0	0
ENSG00000235385	1	0	0	0
ENSG00000235386	0	0	0	0
ENSG00000235387	6	4	4	2
ENSG00000235389	0	0	0	1
ENSG00000235390	0	1	2	2
ENSG00000235397	0	0	0	0
ENSG00000235399	0	1	0	0
ENSG00000235400	11	14	13	5
ENSG00000235403	0	0	0	0
ENSG00000235407	0	0	0	0
ENSG00000235408	22	32	21	39
ENSG00000235410	0	0	0	0
ENSG00000235411	1	2	2	1
ENSG00000235412	0	0	0	0
ENSG00000235413	0	0	0	0
ENSG00000235414	0	0	0	0
ENSG00000235415	0	0	0	0
ENSG00000235416	0	0	0	1
ENSG00000235419	0	0	1	0
ENSG00000235420	2	0	1	0
ENSG00000235421	0	0	0	0
ENSG00000235422	0	0	0	0
ENSG00000235423	26	22	34	30
ENSG00000235424	0	0	1	0
ENSG00000235425	0	0	0	0
ENSG00000235426	0	0	0	0
ENSG00000235427	0	0	0	0
ENSG00000235429	0	0	0	0
ENSG00000235430	0	0	0	0
ENSG00000235431	0	0	0	0
ENSG00000235432	0	0	0	0
ENSG00000235433	1	0	0	0
ENSG00000235434	0	0	0	0
ENSG00000235435	0	0	0	0
ENSG00000235436	6	17	6	12
ENSG00000235437	308	336	294	271
ENSG00000235438	0	3	6	3
ENSG00000235440	0	0	0	0
ENSG00000235444	0	0	0	0
ENSG00000235445	0	1	0	0
ENSG00000235446	0	0	0	0
ENSG00000235447	0	0	0	0
ENSG00000235448	0	0	0	0
ENSG00000235449	2	0	0	1
ENSG00000235450	0	0	0	0
ENSG00000235451	0	0	0	0
ENSG00000235453	57	33	45	27
ENSG00000235454	9	14	8	7
ENSG00000235455	0	0	0	0
ENSG00000235459	5	4	1	4
ENSG00000235461	0	0	0	0
ENSG00000235462	0	0	1	0
ENSG00000235463	0	0	0	0
ENSG00000235464	0	0	0	0
ENSG00000235467	0	0	0	0
ENSG00000235469	0	0	0	0
ENSG00000235470	0	0	0	0
ENSG00000235472	6	4	3	2
ENSG00000235475	7	6	15	10
ENSG00000235478	5	1	11	4
ENSG00000235479	0	0	0	0
ENSG00000235480	0	0	1	0
ENSG00000235481	2	4	1	4
ENSG00000235482	0	2	0	0
ENSG00000235483	0	0	0	0
ENSG00000235485	0	0	0	0
ENSG00000235486	0	0	1	0
ENSG00000235488	0	1	0	1
ENSG00000235489	2	2	1	5
ENSG00000235491	0	0	0	0
ENSG00000235492	0	0	0	0
ENSG00000235493	4	12	15	11
ENSG00000235494	0	0	0	0
ENSG00000235495	0	0	0	3
ENSG00000235497	0	0	3	1
ENSG00000235499	90	77	85	86
ENSG00000235500	5	11	5	14
ENSG00000235501	2	0	2	1
ENSG00000235503	0	0	0	0
ENSG00000235505	0	2	3	5
ENSG00000235508	3	8	8	10
ENSG00000235510	0	0	0	0
ENSG00000235511	1	0	0	0
ENSG00000235512	0	1	1	0
ENSG00000235513	24	16	26	22
ENSG00000235514	0	0	0	0
ENSG00000235518	0	0	0	0
ENSG00000235519	0	0	0	0
ENSG00000235521	0	0	0	0
ENSG00000235522	5	8	6	8
ENSG00000235523	0	1	0	0
ENSG00000235524	0	0	0	0
ENSG00000235525	0	0	0	0
ENSG00000235526	0	0	0	0
ENSG00000235527	20	18	14	8
ENSG00000235529	1	0	1	1
ENSG00000235530	24	29	18	16
ENSG00000235531	139	150	326	356
ENSG00000235532	0	1	0	0
ENSG00000235533	0	0	0	0
ENSG00000235534	0	0	0	0
ENSG00000235535	7	4	6	2
ENSG00000235537	0	0	0	0
ENSG00000235538	14	12	1	4
ENSG00000235539	0	0	0	0
ENSG00000235544	0	0	0	0
ENSG00000235545	2	0	1	2
ENSG00000235546	0	0	0	0
ENSG00000235547	0	0	0	0
ENSG00000235548	0	0	0	0
ENSG00000235549	0	0	0	0
ENSG00000235550	0	0	0	0
ENSG00000235552	1	2	9	1
ENSG00000235554	0	0	0	1
ENSG00000235555	0	0	0	1
ENSG00000235558	0	0	0	0
ENSG00000235559	1	2	0	0
ENSG00000235560	36	31	22	16
ENSG00000235563	0	0	0	0
ENSG00000235564	0	0	0	0
ENSG00000235568	452	496	607	558
ENSG00000235570	0	0	0	0
ENSG00000235571	0	0	0	0
ENSG00000235572	0	0	0	0
ENSG00000235573	0	0	0	0
ENSG00000235574	1	0	0	0
ENSG00000235575	0	0	0	0
ENSG00000235576	0	0	0	0
ENSG00000235578	5	5	5	8
ENSG00000235579	0	0	0	0
ENSG00000235581	0	0	0	0
ENSG00000235582	1	1	1	1
ENSG00000235583	0	1	0	0
ENSG00000235584	0	0	0	0
ENSG00000235586	0	0	0	0
ENSG00000235587	9	3	5	3
ENSG00000235590	5	5	4	2
ENSG00000235592	0	0	0	0
ENSG00000235593	0	0	0	0
ENSG00000235594	0	0	0	0
ENSG00000235595	0	0	0	0
ENSG00000235597	7	8	15	3
ENSG00000235598	0	0	0	0
ENSG00000235601	8	7	11	15
ENSG00000235602	0	0	0	0
ENSG00000235605	3	4	2	0
ENSG00000235606	0	0	0	0
ENSG00000235608	0	0	0	0
ENSG00000235609	111	85	65	61
ENSG00000235610	0	0	0	0
ENSG00000235612	0	0	0	0
ENSG00000235613	2	3	2	4
ENSG00000235615	0	1	1	0
ENSG00000235616	0	0	0	0
ENSG00000235617	0	0	0	0
ENSG00000235618	8	7	13	13
ENSG00000235619	0	0	0	1
ENSG00000235620	0	0	1	0
ENSG00000235621	0	2	0	0
ENSG00000235623	0	0	0	0
ENSG00000235625	0	0	0	0
ENSG00000235626	0	0	0	0
ENSG00000235627	0	0	0	0
ENSG00000235628	1	0	0	0
ENSG00000235629	0	1	0	1
ENSG00000235631	0	0	0	0
ENSG00000235635	0	0	0	0
ENSG00000235636	2	0	0	0
ENSG00000235637	0	0	0	0
ENSG00000235638	0	0	0	0
ENSG00000235639	0	0	0	0
ENSG00000235640	0	0	0	0
ENSG00000235641	5	2	1	0
ENSG00000235642	0	0	0	0
ENSG00000235643	16	8	8	9
ENSG00000235644	1	0	0	0
ENSG00000235645	0	0	0	0
ENSG00000235646	0	0	0	0
ENSG00000235647	0	0	0	0
ENSG00000235649	0	0	0	0
ENSG00000235651	3	6	1	1
ENSG00000235652	31	32	31	39
ENSG00000235653	0	0	0	0
ENSG00000235655	0	0	0	0
ENSG00000235656	0	0	0	0
ENSG00000235659	0	0	0	0
ENSG00000235660	0	0	0	0
ENSG00000235661	0	0	0	0
ENSG00000235663	1	3	1	6
ENSG00000235665	0	0	0	0
ENSG00000235669	0	0	0	0
ENSG00000235670	0	0	1	0
ENSG00000235672	7	3	6	6
ENSG00000235673	0	0	0	0
ENSG00000235674	1	1	1	4
ENSG00000235677	1	0	0	3
ENSG00000235678	0	0	0	0
ENSG00000235679	0	0	0	0
ENSG00000235681	1	0	0	0
ENSG00000235683	1	0	1	0
ENSG00000235685	0	0	0	0
ENSG00000235686	0	0	0	0
ENSG00000235687	0	0	0	0
ENSG00000235688	0	0	0	0
ENSG00000235689	0	0	0	0
ENSG00000235690	0	1	0	0
ENSG00000235691	0	0	0	0
ENSG00000235695	2	2	3	0
ENSG00000235698	1	0	3	1
ENSG00000235699	0	0	0	0
ENSG00000235700	0	0	0	0
ENSG00000235701	2	3	4	5
ENSG00000235703	37	52	37	31
ENSG00000235705	0	1	1	0
ENSG00000235706	22	38	46	41
ENSG00000235707	0	0	0	0
ENSG00000235710	0	0	0	0
ENSG00000235711	1	0	0	0
ENSG00000235713	0	0	0	0
ENSG00000235716	0	0	0	0
ENSG00000235717	0	0	0	0
ENSG00000235718	0	0	0	0
ENSG00000235719	0	0	0	0
ENSG00000235720	0	0	0	0
ENSG00000235721	0	0	0	0
ENSG00000235724	0	1	0	2
ENSG00000235725	8	15	22	21
ENSG00000235726	2	7	5	2
ENSG00000235728	0	0	0	0
ENSG00000235729	0	0	0	0
ENSG00000235730	0	0	0	0
ENSG00000235731	0	0	0	0
ENSG00000235733	0	0	0	0
ENSG00000235734	0	3	0	0
ENSG00000235735	0	0	0	0
ENSG00000235736	0	0	0	1
ENSG00000235737	0	0	0	0
ENSG00000235738	0	0	0	0
ENSG00000235740	0	0	0	0
ENSG00000235741	0	0	0	0
ENSG00000235742	0	0	0	0
ENSG00000235743	0	0	0	0
ENSG00000235746	0	0	0	0
ENSG00000235748	1	4	1	2
ENSG00000235749	5	9	1	2
ENSG00000235750	109	121	260	220
ENSG00000235756	0	0	0	0
ENSG00000235759	0	0	0	0
ENSG00000235760	3	4	3	0
ENSG00000235761	0	0	0	0
ENSG00000235763	0	0	0	0
ENSG00000235768	0	0	2	0
ENSG00000235770	4	8	14	14
ENSG00000235772	0	0	0	0
ENSG00000235774	1	2	3	0
ENSG00000235775	0	0	0	0
ENSG00000235776	14	22	17	17
ENSG00000235777	0	0	1	0
ENSG00000235778	0	0	0	0
ENSG00000235779	0	0	0	0
ENSG00000235780	0	0	0	0
ENSG00000235781	0	2	2	3
ENSG00000235782	0	0	0	0
ENSG00000235784	0	0	0	0
ENSG00000235785	0	0	0	0
